"","CNTY","PREC","PCTKEY","cntykey","SDLEA10","NAME","NAME2","DISTRICT_N","NCES_DISTR"
"2863","329","0109","3290109",165,"30570","Midland ISD","Midland","165901","4830570"
"2864","329","0309","3290309",165,"30570","Midland ISD","Midland","165901","4830570"
"2865.1","329","0302","3290302",165,"30570","Midland ISD","Midland","165901","4830570"
"2866","329","0110","3290110",165,"30570","Midland ISD","Midland","165901","4830570"
"2867","329","0103","3290103",165,"30570","Midland ISD","Midland","165901","4830570"
"2868","329","0105","3290105",165,"30570","Midland ISD","Midland","165901","4830570"
"2869","329","0407","3290407",165,"30570","Midland ISD","Midland","165901","4830570"
"2870","329","0107","3290107",165,"30570","Midland ISD","Midland","165901","4830570"
"2871","329","0410","3290410",165,"30570","Midland ISD","Midland","165901","4830570"
"2889.3","461","0003","4610003",231,"30570","Midland ISD","Midland","165901","4830570"
"2890.2","461","0001","4610001",231,"30570","Midland ISD","Midland","165901","4830570"
"2891.1","461","0005","4610005",231,"30570","Midland ISD","Midland","165901","4830570"
"2958","329","108A","329108A",165,"30570","Midland ISD","Midland","165901","4830570"
"2959","329","0108","3290108",165,"30570","Midland ISD","Midland","165901","4830570"
"2960","329","0411","3290411",165,"30570","Midland ISD","Midland","165901","4830570"
"3455","329","0303","3290303",165,"30570","Midland ISD","Midland","165901","4830570"
"3456","329","0305","3290305",165,"30570","Midland ISD","Midland","165901","4830570"
"3457","329","0212","3290212",165,"30570","Midland ISD","Midland","165901","4830570"
"3458","329","0205","3290205",165,"30570","Midland ISD","Midland","165901","4830570"
"3459","329","0307","3290307",165,"30570","Midland ISD","Midland","165901","4830570"
"3460","329","0208","3290208",165,"30570","Midland ISD","Midland","165901","4830570"
"3461","329","0402","3290402",165,"30570","Midland ISD","Midland","165901","4830570"
"3462","329","0207","3290207",165,"30570","Midland ISD","Midland","165901","4830570"
"3463","329","0403","3290403",165,"30570","Midland ISD","Midland","165901","4830570"
"3464","329","0404","3290404",165,"30570","Midland ISD","Midland","165901","4830570"
"3465","329","0210","3290210",165,"30570","Midland ISD","Midland","165901","4830570"
"3466","329","0304","3290304",165,"30570","Midland ISD","Midland","165901","4830570"
"3467","329","0405","3290405",165,"30570","Midland ISD","Midland","165901","4830570"
"3533.1","3","0001","30001",2,"30570","Midland ISD","Midland","165901","4830570"
"3858.2","135","0409","1350409",68,"30570","Midland ISD","Midland","165901","4830570"
"3944","329","309A","329309A",165,"30570","Midland ISD","Midland","165901","4830570"
"3945","329","109A","329109A",165,"30570","Midland ISD","Midland","165901","4830570"
"5694","329","307A","329307A",165,"30570","Midland ISD","Midland","165901","4830570"
"5695","329","402A","329402A",165,"30570","Midland ISD","Midland","165901","4830570"
"7536","135","0207","1350207",68,"30570","Midland ISD","Midland","165901","4830570"
"7537","135","0201","1350201",68,"30570","Midland ISD","Midland","165901","4830570"
"7666.1","317","0001","3170001",159,"30570","Midland ISD","Midland","165901","4830570"
"7670","329","0211","3290211",165,"30570","Midland ISD","Midland","165901","4830570"
"7671","329","0204","3290204",165,"30570","Midland ISD","Midland","165901","4830570"
"7672","329","0408","3290408",165,"30570","Midland ISD","Midland","165901","4830570"
"799.2","173","0001","1730001",87,"21750","Greenwood ISD","Greenwood","165902","4821750"
"1488","173","0004","1730004",87,"21750","Greenwood ISD","Greenwood","165902","4821750"
"2753.1","329","0202","3290202",165,"21750","Greenwood ISD","Greenwood","165902","4821750"
"2754.1","329","0201","3290201",165,"21750","Greenwood ISD","Greenwood","165902","4821750"
"2755.1","329","0203","3290203",165,"21750","Greenwood ISD","Greenwood","165902","4821750"
"7666.2","317","0001","3170001",159,"21750","Greenwood ISD","Greenwood","165902","4821750"
"3759","497","0008","4970008",249,"34260","Paradise ISD","Paradise","249906","4834260"
"7739","497","0017","4970017",249,"34260","Paradise ISD","Paradise","249906","4834260"
"7740","497","0013","4970013",249,"34260","Paradise ISD","Paradise","249906","4834260"
"7742","497","0016","4970016",249,"34260","Paradise ISD","Paradise","249906","4834260"
"7743","497","0020","4970020",249,"34260","Paradise ISD","Paradise","249906","4834260"
"7788","497","0023","4970023",249,"34260","Paradise ISD","Paradise","249906","4834260"
"7791","497","0014","4970014",249,"34260","Paradise ISD","Paradise","249906","4834260"
"7820","497","0022","4970022",249,"34260","Paradise ISD","Paradise","249906","4834260"
"8640","497","0027","4970027",249,"34260","Paradise ISD","Paradise","249906","4834260"
"2656","237","0001","2370001",119,"13800","Chico ISD","Chico","249904","4813800"
"2772.2","337","0002","3370002",169,"13800","Chico ISD","Chico","249904","4813800"
"3759.1","497","0008","4970008",249,"13800","Chico ISD","Chico","249904","4813800"
"3760","497","0009","4970009",249,"13800","Chico ISD","Chico","249904","4813800"
"3761","497","0010","4970010",249,"13800","Chico ISD","Chico","249904","4813800"
"3762","497","0011","4970011",249,"13800","Chico ISD","Chico","249904","4813800"
"7789","497","0018","4970018",249,"13800","Chico ISD","Chico","249904","4813800"
"7790","497","0019","4970019",249,"13800","Chico ISD","Chico","249904","4813800"
"8584","497","0012","4970012",249,"13800","Chico ISD","Chico","249904","4813800"
"2655","237","0002","2370002",119,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"2656.1","237","0001","2370001",119,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"3759.2","497","0008","4970008",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"7739.1","497","0017","4970017",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"7740.1","497","0013","4970013",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"7741","497","0015","4970015",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"7742.1","497","0016","4970016",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"7743.1","497","0020","4970020",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"7789.1","497","0018","4970018",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"7790.1","497","0019","4970019",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"7791.1","497","0014","4970014",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"8584.1","497","0012","4970012",249,"11340","Bridgeport ISD","Bridgeport","249903","4811340"
"2655.1","237","0002","2370002",119,"35340","Poolville ISD","Poolville","184901","4835340"
"2786","367","0230","3670230",184,"35340","Poolville ISD","Poolville","184901","4835340"
"2789","367","0215","3670215",184,"35340","Poolville ISD","Poolville","184901","4835340"
"2790","367","0220","3670220",184,"35340","Poolville ISD","Poolville","184901","4835340"
"3699","367","0210","3670210",184,"35340","Poolville ISD","Poolville","184901","4835340"
"5931","367","0140","3670140",184,"35340","Poolville ISD","Poolville","184901","4835340"
"7742.2","497","0016","4970016",249,"35340","Poolville ISD","Poolville","184901","4835340"
"8590","367","0240","3670240",184,"35340","Poolville ISD","Poolville","184901","4835340"
"354.3","109","0004","1090004",55,"43740","Valentine ISD","Valentine","122902","4843740"
"2641.4","229","0001","2290001",115,"43740","Valentine ISD","Valentine","122902","4843740"
"2674.3","243","0004","2430004",122,"43740","Valentine ISD","Valentine","122902","4843740"
"2675.1","243","0001","2430001",122,"43740","Valentine ISD","Valentine","122902","4843740"
"2676","243","0005","2430005",122,"43740","Valentine ISD","Valentine","122902","4843740"
"2677.3","243","0002","2430002",122,"43740","Valentine ISD","Valentine","122902","4843740"
"3114.1","109","0001","1090001",55,"43740","Valentine ISD","Valentine","122902","4843740"
"5480.3","377","0007","3770007",189,"43740","Valentine ISD","Valentine","122902","4843740"
"354.4","109","0004","1090004",55,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"2674.4","243","0004","2430004",122,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"2675.2","243","0001","2430001",122,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"2676.1","243","0005","2430005",122,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"2677.4","243","0002","2430002",122,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"2792.1","371","0001","3710001",186,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"2794.1","377","0001","3770001",189,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"4365.3","389","0004","3890004",195,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"4366.2","389","0005","3890005",195,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"4367.2","389","0006","3890006",195,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"5480.4","377","0007","3770007",189,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"6967.1","43","0001","430001",22,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"7619.1","243","0003","2430003",122,"20100","Fort Davis ISD","Fort Davis","122901","4820100"
"3656.1","141","0170","1410170",71,"42990","Tornillo ISD","Tornillo","71908","4842990"
"3657","141","0172","1410172",71,"42990","Tornillo ISD","Tornillo","71908","4842990"
"3674.1","229","003S","229003S",115,"42990","Tornillo ISD","Tornillo","71908","4842990"
"7950.1","141","0173","1410173",71,"42990","Tornillo ISD","Tornillo","71908","4842990"
"3656.2","141","0170","1410170",71,"18900","Fabens ISD","Fabens","71903","4818900"
"3657.1","141","0172","1410172",71,"18900","Fabens ISD","Fabens","71903","4818900"
"7950.2","141","0173","1410173",71,"18900","Fabens ISD","Fabens","71903","4818900"
"7951","141","0171","1410171",71,"18900","Fabens ISD","Fabens","71903","4818900"
"383.1","113","3808","1133808",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"575.2","139","0145","1390145",70,"26670","Lancaster ISD","Lancaster","57913","4826670"
"593.1","139","0146","1390146",70,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1281","113","3075","1133075",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1309","113","3612","1133612",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1310","113","3615","1133615",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1321","113","3803","1133803",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1327","113","3805","1133805",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1328","113","3806","1133806",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1822.3","139","0147","1390147",70,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1823.2","139","0148","1390148",70,"26670","Lancaster ISD","Lancaster","57913","4826670"
"1831.1","139","0144","1390144",70,"26670","Lancaster ISD","Lancaster","57913","4826670"
"2944","113","3809","1133809",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"3134","113","3619","1133619",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"4930.1","113","3900","1133900",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"5118","113","3802","1133802",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"5183","113","3068","1133068",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"5190","113","3801","1133801",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"5191","113","3800","1133800",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"5678","113","3807","1133807",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"6971","113","3950","1133950",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"6972","113","3606","1133606",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"7516","113","3940","1133940",57,"26670","Lancaster ISD","Lancaster","57913","4826670"
"431","113","2026","1132026",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"447","113","1117","1131117",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"450","113","2029","1132029",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"458","113","2223","1132223",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"459","113","2030","1132030",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"460","113","2031","1132031",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"474","113","2033","1132033",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"475","113","2034","1132034",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"489","113","2035","1132035",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"491","113","4021","1134021",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"502","113","1021","1131021",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"503","113","1022","1131022",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"823","113","1020","1131020",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"868","113","2200","1132200",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"896","113","2202","1132202",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"897","113","2203","1132203",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"898","113","2201","1132201",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"899","113","2225","1132225",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"900","113","2226","1132226",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"1390","113","2038","1132038",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"1409","113","2037","1132037",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"3144","113","2014","1132014",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"3151","113","2025","1132025",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"4944","113","2224","1132224",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"8715","113","2220","1132220",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"8716","113","2222","1132222",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"8717","113","2221","1132221",57,"23250","Highland Park ISD (Dallas)","Highland Park (Dallas)","57911","4823250"
"775","113","3200","1133200",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"777","113","3206","1133206",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"787","113","3092","1133092",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"791","113","3600","1133600",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"861","113","4093","1134093",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"884","113","3003","1133003",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"1282","113","3601","1133601",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"1293","113","3607","1133607",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"1294","113","3602","1133602",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"1295","113","3620","1133620",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
"1363","113","3203","1133203",57,"17640","Duncanville ISD","Duncanville","57907","4817640"
