"","precinct","party","votes"
"20565","4530202","R",374
"20566","4530203","R",180
"20567","4530205","R",402
"20568","4530206","R",223
"20569","4530207","R",1118
"20570","4530208","R",1109
"20571","4530209","R",108
"20572","4530210","R",507
"20573","4530211","R",309
"20574","4530212","R",2107
"20575","4530213","R",0
"20576","4530214","R",842
"20577","4530215","R",488
"20578","4530216","R",402
"20579","4530217","R",328
"20580","4530218","R",1108
"20581","4530219","R",721
"20582","4530220","R",569
"20583","4530221","R",386
"20584","4530222","R",466
"20585","4530223","R",70
"20586","4530224","R",16
"20587","4530225","R",805
"20588","4530226","R",313
"20589","4530227","R",179
"20590","4530228","R",563
"20591","4530229","R",400
"20592","4530231","R",877
"20593","4530232","R",3048
"20594","4530233","R",1383
"20595","4530234","R",1064
"20596","4530235","R",342
"20597","4530236","R",462
"20598","4530237","R",734
"20599","4530238","R",617
"20600","4530239","R",530
"20601","4530240","R",272
"20602","4530241","R",279
"20603","4530242","R",778
"20604","4530243","R",418
"20605","4530244","R",1404
"20606","4530245","R",486
"20607","4530246","R",523
"20608","4530247","R",293
"20609","4530248","R",410
"20610","4530249","R",815
"20611","4530250","R",1014
"20612","4530251","R",750
"20613","4530252","R",525
"20614","4530253","R",1166
"20615","4530254","R",778
"20616","4530256","R",833
"20617","4530258","R",603
"20618","4530259","R",684
"20619","4530260","R",175
"20620","4530262","R",1165
"20621","4530263","R",664
"20622","4530266","R",237
"20623","4530267","R",373
"20624","4530268","R",186
"20625","4530273","R",571
"20626","4530274","R",286
"20627","4530275","R",285
"20628","4530277","R",1476
"20629","4530301","R",287
"20630","4530302","R",1098
"20631","4530303","R",1064
"20632","4530304","R",1376
"20633","4530305","R",5
"20634","4530306","R",1577
"20635","4530307","R",516
"20636","4530308","R",2957
"20637","4530309","R",684
"20638","4530310","R",1321
"20639","4530311","R",800
"20640","4530312","R",934
"20641","4530313","R",64
"20642","4530314","R",2205
"20643","4530315","R",1325
"20644","4530316","R",1499
"20645","4530317","R",949
"20646","4530318","R",289
"20647","4530319","R",1114
"20648","4530320","R",973
"20649","4530321","R",255
"20650","4530323","R",385
"20651","4530324","R",2848
"20652","4530325","R",21
"20653","4530326","R",845
"20654","4530327","R",1068
"20655","4530328","R",980
"20656","4530329","R",1090
"20657","4530330","R",1280
"20658","4530331","R",883
"20659","4530332","R",331
"20660","4530333","R",1008
"20661","4530334","R",1243
"20662","4530335","R",768
"20663","4530336","R",771
"20664","4530337","R",1392
"20665","4530338","R",1685
"20666","4530339","R",442
"20667","4530340","R",619
"20668","4530341","R",74
"20669","4530342","R",739
"20670","4530343","R",662
"20671","4530344","R",329
"20672","4530345","R",1
"20673","4530346","R",2387
"20674","4530347","R",931
"20675","4530349","R",1260
"20676","4530350","R",831
"20677","4530351","R",320
"20678","4530352","R",613
"20679","4530354","R",1443
"20680","4530356","R",341
"20681","4530357","R",242
"20682","4530358","R",812
"20683","4530359","R",1902
"20684","4530360","R",1102
"20685","4530361","R",438
"20686","4530362","R",714
"20687","4530363","R",528
"20688","4530364","R",1251
"20689","4530365","R",732
"20690","4530366","R",1409
"20691","4530367","R",2116
"20692","4530368","R",211
"20693","4530369","R",1701
"20694","4530370","R",603
"20695","4530371","R",1197
"20696","4530372","R",730
"20697","4530373","R",2499
"20698","4530374","R",2586
"20699","4530375","R",436
"20700","4530401","R",381
"20701","4530402","R",410
"20702","4530403","R",292
"20703","4530404","R",369
"20704","4530405","R",98
"20705","4530406","R",1064
"20706","4530407","R",212
"20707","4530408","R",649
"20708","4530409","R",220
"20709","4530410","R",332
"20710","4530411","R",313
"20711","4530412","R",10
"20712","4530413","R",165
"20713","4530414","R",660
"20714","4530415","R",196
"20715","4530416","R",48
"20716","4530417","R",283
"20717","4530418","R",2
"20718","4530419","R",122
"20719","4530420","R",227
"20720","4530421","R",339
"20721","4530422","R",201
"20722","4530423","R",210
"20723","4530424","R",250
"20724","4530425","R",103
"20725","4530426","R",139
"20726","4530427","R",127
"20727","4530428","R",361
"20728","4530429","R",680
"20729","4530430","R",94
"20730","4530431","R",432
"20731","4530432","R",0
"20732","4530433","R",242
"20733","4530434","R",1
"20734","4530435","R",1039
"20735","4530436","R",17
"20736","4530437","R",270
"20737","4530438","R",109
"20738","4530439","R",160
"20739","4530440","R",125
"20740","4530441","R",401
"20741","4530442","R",154
"20742","4530443","R",282
"20743","4530444","R",8
"20744","4530446","R",126
"20745","4530447","R",399
"20746","4530448","R",265
"20747","4530450","R",341
"20748","4530451","R",342
"20749","4530452","R",147
"20750","4530454","R",372
"20751","4530458","R",634
"20752","4530460","R",463
"20753","4530461","R",543
"20754","4530463","R",423
"20755","4570001","R",389
"20756","4570002","R",376
"20757","4570003","R",631
"20758","4570004","R",658
"20759","4570005","R",86
"20760","4570006","R",272
"20761","4570007","R",377
"20762","4570008","R",143
"20763","4570009","R",244
"20764","4570010","R",711
"20765","4570011","R",68
"20766","4570013","R",318
"20767","4570014","R",882
"20768","4570015","R",503
"20769","4570016","R",322
"20770","4570017","R",208
"20771","4570018","R",722
"20772","4590001","R",878
"20773","4590002","R",1550
"20774","4590003","R",802
"20775","4590004","R",544
"20776","4590005","R",368
"20777","4590006","R",733
"20778","4590007","R",1164
"20779","4590008","R",440
"20780","4590009","R",991
"20781","4590010","R",1275
"20782","4590011","R",295
"20783","4590012","R",557
"20784","4590013","R",414
"20785","4590014","R",262
"20786","4590015","R",1028
"20787","4590016","R",709
"20788","4590017","R",937
"20789","4590018","R",293
"20790","4590019","R",2
"20791","4590020","R",55
"20792","4590021","R",0
"20793","4610001","R",226
"20794","4610002","R",109
"20795","4610003","R",175
"20796","4610004","R",242
"20797","4610005","R",55
"20798","4610006","R",111
"20799","4630001","R",473
"20800","4630002","R",500
"20801","4630003","R",377
"20802","4630004","R",289
"20803","4630005","R",694
"20804","4630006","R",168
"20805","4630007","R",316
"20806","4630008","R",375
"20807","4630009","R",119
"20808","4630010","R",45
"20809","4630011","R",194
"20810","4630012","R",735
"20811","4630013","R",387
"20812","4630014","R",63
"20813","4650010A","R",7
"20814","4650010B","R",395
"20815","4650011","R",185
"20816","4650012","R",42
"20817","4650013","R",456
"20818","4650020","R",109
"20819","4650021","R",191
"20820","4650022","R",358
"20821","4650023","R",130
"20822","4650024","R",184
"20823","4650030","R",381
"20824","4650031","R",1627
"20825","4650032","R",150
"20826","4650033","R",692
"20827","4650040","R",725
"20828","4650041A","R",29
"20829","4650041B","R",191
"20830","4650042","R",19
"20831","4650043","R",32
"20832","467001A","R",877
"20833","467001B","R",1456
"20834","467001C","R",779
"20835","467001D","R",700
"20836","467001E","R",413
"20837","467002A","R",1840
"20838","467002B","R",871
"20839","467002C","R",1177
"20840","467002D","R",987
"20841","467003A","R",529
"20842","467003B","R",756
"20843","467003C","R",1523
"20844","467003D","R",1482
"20845","467004A","R",723
"20846","467004B","R",1032
"20847","467004C","R",901
"20848","467004D","R",1704
"20849","467004E","R",685
"20850","4690001","R",99
"20851","4690002","R",321
"20852","4690003","R",423
"20853","4690004","R",212
"20854","4690005","R",560
"20855","4690006","R",47
"20856","4690007","R",285
"20857","4690008","R",505
"20858","4690009","R",389
"20859","4690010","R",692
"20860","4690011","R",210
"20861","4690012","R",151
"20862","4690013","R",313
"20863","4690014","R",599
"20864","4690015","R",75
"20865","4690016","R",216
"20866","4690017","R",219
"20867","4690018","R",1899
"20868","4690019","R",1003
"20869","4690020","R",705
"20870","4690021","R",1940
"20871","4690022","R",1014
"20872","4690023","R",839
"20873","4690024","R",841
"20874","4690025","R",1574
"20875","4690026","R",505
"20876","4690027","R",923
"20877","4690028","R",281
"20878","4690029","R",1407
"20879","4690030","R",207
"20880","4690031","R",256
"20881","4690032","R",239
"20882","4690033","R",2323
"20883","4690034","R",121
"20884","4690035","R",58
"20885","470001","R",19
"20886","470002","R",51
"20887","470003","R",93
"20888","470004","R",21
"20889","470005","R",18
"20890","470006","R",60
"20891","470007","R",27
"20892","470008","R",57
"20893","470009","R",50
"20894","4730101","R",763
"20895","4730102","R",451
"20896","4730103","R",379
"20897","4730104","R",305
"20898","4730105","R",418
"20899","4730206","R",1400
"20900","4730207","R",1771
"20901","4730208","R",614
"20902","4730309","R",23
"20903","4730310","R",170
"20904","4730311","R",321
"20905","4730312","R",840
"20906","4730313","R",213
"20907","4730414","R",98
"20908","4730415","R",615
"20909","4730416","R",324
"20910","4730417","R",208
"20911","4730418","R",1205
"20912","4730419","R",48
"20913","4730420A","R",608
"20914","4730420B","R",0
"20915","4750002","R",896
"20916","475001E","R",289
"20917","475001W","R",56
"20918","475003N","R",596
"20919","475003S","R",131
"20920","475004E","R",325
"20921","475004M","R",103
"20922","475004W","R",46
"20923","4770101","R",461
"20924","4770104","R",252
"20925","4770109","R",590
"20926","4770115","R",427
"20927","4770117","R",7
"20928","4770121","R",42
"20929","4770202","R",84
"20930","4770203","R",964
"20931","4770205","R",1249
"20932","4770208","R",883
"20933","4770307","R",765
"20934","4770311","R",667
"20935","4770312","R",674
"20936","4770316","R",105
"20937","4770320","R",1142
"20938","4770406","R",830
"20939","4770410","R",673
"20940","4770413","R",523
"20941","4770414","R",525
"20942","4770418","R",259
"20943","4770419","R",264
"20944","4790122","R",45
"20945","4790124","R",63
"20946","4790125","R",31
"20947","4790128","R",13
"20948","4790129","R",79
"20949","4790130","R",116
"20950","4790132","R",125
"20951","4790133","R",143
"20952","4790134","R",53
"20953","4790135","R",36
"20954","4790136","R",44
"20955","4790154","R",24
"20956","4790164","R",45
"20957","4790215","R",60
"20958","4790218","R",96
"20959","4790219","R",91
"20960","4790220","R",32
"20961","4790221","R",72
"20962","4790226","R",41
"20963","4790227","R",187
"20964","4790231","R",157
"20965","4790237","R",33
"20966","4790239","R",315
"20967","4790252A","R",94
"20968","4790252B","R",1
"20969","4790252C","R",4
"20970","4790255","R",162
"20971","4790266","R",64
"20972","4790267","R",69
"20973","4790268","R",2
"20974","4790308","R",76
"20975","4790309","R",177
"20976","4790310","R",21
"20977","4790311","R",64
"20978","4790312","R",38
"20979","4790338","R",3
"20980","4790340","R",252
"20981","4790341","R",156
"20982","4790342","R",146
"20983","4790343","R",201
"20984","4790344","R",526
"20985","4790345","R",170
"20986","4790349","R",240
"20987","4790350","R",10
"20988","4790351","R",12
"20989","4790356","R",389
"20990","4790359","R",260
"20991","4790360","R",29
"20992","4790361","R",69
"20993","4790362","R",19
"20994","4790363","R",27
"20995","4790401","R",63
"20996","4790402","R",41
"20997","4790403","R",32
"20998","4790404","R",46
"20999","4790405","R",59
"21000","4790406","R",18
"21001","4790407","R",17
"21002","4790413","R",65
"21003","4790414","R",33
"21004","4790416","R",40
"21005","4790417","R",42
"21006","4790423","R",20
"21007","4790446","R",156
"21008","4790447","R",237
"21009","4790448","R",25
"21010","4790453","R",12
"21011","4790457","R",18
"21012","4790458","R",184
"21013","4790465","R",23
"21014","4810101A","R",376
"21015","4810101B","R",479
"21016","4810102","R",1180
"21017","4810103","R",845
"21018","4810201","R",1469
"21019","4810202","R",168
"21020","4810203","R",633
"21021","4810301","R",1353
"21022","4810302","R",1038
"21023","4810303","R",1186
"21024","4810401","R",688
"21025","4810402","R",535
"21026","4810403","R",254
"21027","4830001","R",155
"21028","4830002","R",321
"21029","4830003","R",315
"21030","4830004","R",113
"21031","4830005","R",71
"21032","4830006","R",72
"21033","4830007","R",95
"21034","4830008","R",344
"21035","4830009","R",480
"21036","4830010","R",76
"21037","4850101","R",140
"21038","4850102","R",485
"21039","4850103","R",2375
"21040","4850104","R",663
"21041","4850105","R",1438
"21042","4850106","R",483
"21043","4850107","R",27
"21044","4850108","R",1747
"21045","4850109","R",1829
"21046","4850110","R",265
"21047","4850111","R",195
"21048","4850112","R",9
"21049","4850113","R",224
"21050","4850114A","R",8
"21051","4850114B","R",15
"21052","4850115","R",0
"21053","4850116","R",17
"21054","4850117","R",32
"21055","4850201","R",903
"21056","4850202","R",766
"21057","4850203","R",480
"21058","4850204","R",342
"21059","4850205","R",2026
"21060","4850206","R",1401
"21061","4850207","R",253
"21062","4850208","R",68
"21063","4850209","R",0
"21064","4850210","R",1
"21065","4850211","R",91
"21066","4850301","R",1
"21067","4850302","R",528
"21068","4850303","R",353
"21069","4850304","R",76
"21070","4850305","R",148
"21071","4850306","R",150
"21072","4850307","R",121
"21073","4850308","R",163
"21074","4850309","R",2089
"21075","4850310","R",877
"21076","4850311","R",245
"21077","4850312","R",7
"21078","4850313","R",1
"21079","4850314","R",1
"21080","4850315","R",73
"21081","4850316","R",20
"21082","4850317","R",44
"21083","4850318","R",236
"21084","4850319","R",19
"21085","4850401","R",1187
"21086","4850402","R",377
"21087","4850403","R",1177
"21088","4850404","R",1489
"21089","4850405","R",731
"21090","4850406","R",1059
"21091","4850407","R",644
"21092","4850408","R",8
"21093","4850409","R",8
"21094","4850410","R",492
"21095","4850411","R",374
"21096","4850412","R",456
"21097","4850413","R",467
"21098","4850414","R",319
"21099","4870001A","R",526
"21100","4870001B","R",57
"21101","4870007","R",225
"21102","4870009","R",486
"21103","4870019","R",658
"21104","4870020","R",444
"21105","4870021","R",956
"21106","4890001","R",153
"21107","4890002A","R",4
"21108","4890002B","R",194
"21109","4890003","R",146
"21110","4890004","R",156
"21111","4890005","R",89
"21112","4890006","R",70
"21113","4890007","R",160
"21114","4890008","R",92
"21115","4890009","R",95
"21116","4890010","R",157
"21117","4890011","R",124
"21118","4890012","R",11
"21119","490101","R",1374
"21120","490105","R",960
"21121","490109","R",177
"21122","490113","R",1024
"21123","490202","R",663
"21124","490204","R",336
"21125","490212","R",461
"21126","490214","R",405
"21127","490215","R",170
"21128","490303","R",641
"21129","490306","R",1047
"21130","490307","R",425
"21131","490308","R",346
"21132","490316","R",128
"21133","490318","R",987
"21134","490410","R",1326
"21135","490411","R",542
"21136","490417","R",1072
"21137","4910119","R",1211
"21138","4910122","R",1004
"21139","4910135","R",692
"21140","4910138","R",1510
"21141","4910140","R",733
"21142","4910145","R",596
"21143","4910146","R",1102
"21144","4910147","R",777
"21145","4910149","R",575
"21146","4910150","R",550
"21147","4910151","R",670
"21148","4910152","R",509
"21149","4910160","R",1442
"21150","4910162","R",613
"21151","4910172","R",913
"21152","4910182","R",1843
"21153","4910185","R",422
"21154","4910186","R",816
"21155","4910189","R",907
"21156","4910190","R",1942
"21157","4910197","R",958
"21158","4910198","R",1413
"21159","4910201","R",2241
"21160","4910204","R",1957
"21161","4910206","R",1460
"21162","4910207","R",2570
"21163","4910216","R",896
"21164","4910218","R",888
"21165","4910253","R",2255
"21166","4910254","R",1190
"21167","4910259","R",2088
"21168","4910264","R",1626
"21169","4910266","R",1207
"21170","4910267","R",1104
"21171","4910273","R",814
"21172","4910274","R",1121
"21173","4910275","R",682
"21174","4910277","R",2045
"21175","4910278","R",1853
"21176","4910283","R",1544
"21177","4910287","R",1786
"21178","4910305","R",1536
"21179","4910309","R",679
"21180","4910310","R",818
"21181","4910311","R",886
"21182","4910312","R",1692
"21183","4910314","R",1020
"21184","4910330","R",1487
"21185","4910331","R",1372
"21186","4910332","R",1649
"21187","4910333A","R",1405
"21188","4910333B","R",9
"21189","4910337","R",1722
"21190","4910339","R",766
"21191","4910341","R",952
"21192","4910342","R",226
"21193","4910343","R",2579
"21194","4910344","R",1488
"21195","4910368","R",861
"21196","4910369","R",1350
"21197","4910370","R",1876
"21198","4910371","R",1188
"21199","4910379","R",2441
"21200","4910381","R",1935
"21201","4910392","R",2388
"21202","4910394","R",3550
"21203","4910395","R",1521
"21204","4910396","R",1955
"21205","4910402","R",1536
"21206","4910403","R",780
"21207","4910413","R",244
"21208","4910415","R",815
"21209","4910420","R",1727
"21210","4910423","R",989
"21211","4910424","R",2824
"21212","4910425","R",230
"21213","4910426","R",733
"21214","4910427","R",945
"21215","4910428","R",1139
"21216","4910429","R",304
"21217","4910434","R",1475
"21218","4910436","R",411
"21219","4910455","R",584
"21220","4910456","R",401
"21221","4910463","R",1156
"21222","4910480","R",1349
"21223","4910484","R",1628
"21224","4910488","R",2138
"21225","4910491","R",1557
"21226","4930101","R",793
"21227","4930102","R",315
"21228","4930103","R",559
"21229","4930104","R",351
"21230","4930205","R",658
"21231","4930206","R",673
"21232","4930207","R",761
"21233","4930208","R",265
"21234","4930209","R",254
"21235","4930310","R",352
"21236","4930311","R",966
"21237","4930312","R",1336
"21238","4930313","R",1156
"21239","4930414","R",1127
"21240","4930415","R",1796
"21241","4930416","R",1032
"21242","4950101","R",424
"21243","4950201","R",129
"21244","4950202","R",341
"21245","4950301","R",393
"21246","4950401","R",122
"21247","4970001","R",872
"21248","4970002","R",1480
"21249","4970003","R",423
"21250","4970004","R",138
"21251","4970005","R",883
"21252","4970006","R",961
"21253","4970007A","R",391
"21254","4970007B","R",393
"21255","4970008","R",1222
"21256","4970009","R",1271
"21257","4970010","R",310
"21258","4970011","R",308
"21259","4970012","R",846
"21260","4970013","R",499
"21261","4970014","R",992
"21262","4970015","R",710
"21263","4970016","R",1247
"21264","4970017","R",1475
"21265","4970018","R",439
"21266","4970019","R",228
"21267","4970020","R",584
"21268","4970022","R",559
"21269","4970023","R",981
"21270","4970024","R",1689
"21271","4970025","R",72
"21272","4970027","R",1813
"21273","49901-1","R",1490
"21274","49901-2","R",1374
"21275","49901-3","R",1074
"21276","49901-4","R",394
"21277","49902-1","R",235
"21278","49902-2","R",1875
"21279","49902-3","R",1558
"21280","49903-1","R",635
"21281","49903-2","R",1863
"21282","49903-3","R",1620
"21283","49904-1","R",453
"21284","49904-2","R",1309
"21285","49904-3","R",1565
"21286","49904-4","R",391
"21287","50001","R",162
"21288","50002","R",322
"21289","50003","R",907
"21290","50004","R",418
"21291","50005","R",597
"21292","50006","R",236
"21293","50007","R",698
"21294","50008A","R",441
"21295","50008B","R",289
"21296","50009","R",153
"21297","50010A","R",352
"21298","50010B","R",43
"21299","50011","R",1166
"21300","50012","R",451
"21301","50013","R",245
"21302","50014","R",861
"21303","50015","R",325
"21304","50016","R",541
"21305","50017","R",835
"21306","50018","R",278
"21307","50019","R",748
"21308","50020","R",182
"21309","50021","R",602
"21310","50022","R",606
"21311","50023","R",337
"21312","50024","R",1197
"21313","50025","R",1103
"21314","50026","R",957
"21315","50027","R",204
"21316","50028","R",585
"21317","50029","R",798
"21318","50030","R",568
"21319","50031","R",155
"21320","50032","R",66
"21321","50033","R",751
"21322","50034","R",1036
"21323","50035","R",936
"21324","50036","R",2
"21325","50037","R",225
"21326","50038","R",198
"21327","50039","R",221
"21328","50040","R",323
"21329","5010101","R",520
"21330","5010202","R",520
"21331","5010303","R",232
"21332","5010305","R",127
"21333","5010404","R",321
"21334","5010406","R",184
"21335","5011B","R",562
"21336","5017B","R",220
"21337","5030005","R",1784
"21338","5030006","R",144
"21339","5030007","R",99
"21340","5030010","R",233
"21341","5030016","R",163
"21342","5030020","R",131
"21343","5030022","R",2067
"21344","5030023","R",1065
"21345","5030024","R",946
"21346","5050001","R",125
"21347","5050002","R",70
"21348","5050003","R",200
"21349","5050004","R",53
"21350","505001A","R",9
"21351","505001B","R",8
"21352","505002A","R",29
"21353","5070001","R",62
"21354","5070002","R",154
"21355","5070003","R",100
"21356","5070004","R",181
"21357","507001A","R",64
"21358","507004A","R",56
"21359","510113","R",367
"21360","510114","R",709
"21361","510203","R",213
"21362","510204","R",377
"21363","510207","R",183
"21364","510211","R",500
"21365","510215","R",199
"21366","510301","R",651
"21367","510305","R",288
"21368","510308","R",216
"21369","510309","R",398
"21370","510406","R",393
"21371","510410","R",891
"21372","530001","R",740
"21373","530002","R",1282
"21374","530003","R",474
"21375","530004","R",1002
"21376","530005","R",528
"21377","530006","R",287
"21378","530007","R",327
"21379","530008","R",623
"21380","530009","R",1462
"21381","530010","R",668
"21382","530011","R",226
"21383","530012","R",769
"21384","530013","R",454
"21385","530014","R",257
"21386","530015","R",371
"21387","530016","R",264
"21388","530017","R",920
"21389","530018","R",547
"21390","530019","R",1958
"21391","530020","R",1613
"21392","550100","R",107
"21393","550101","R",184
"21394","550102","R",304
"21395","550103","R",621
"21396","550104","R",188
"21397","550105","R",21
"21398","550107","R",0
"21399","550108","R",21
"21400","550109","R",14
"21401","550110","R",44
"21402","550111","R",306
"21403","550112","R",0
"21404","550113","R",0
"21405","550114","R",0
"21406","550115","R",0
"21407","550116","R",0
"21408","550117","R",0
"21409","550118","R",36
"21410","550201","R",334
"21411","550202","R",449
"21412","550203","R",435
"21413","550204","R",577
"21414","550205","R",169
"21415","550206","R",284
"21416","550301","R",297
"21417","550302","R",389
"21418","550303","R",239
"21419","550305","R",152
"21420","550306","R",101
"21421","550307","R",0
"21422","550400","R",20
"21423","550401","R",112
"21424","550402","R",243
"21425","550404","R",386
"21426","550405","R",364
"21427","550407","R",2
"21428","550408","R",4
"21429","550409","R",13
"21430","550410","R",0
"21431","550412","R",51
"21432","570001","R",54
"21433","570002","R",162
"21434","570003","R",6
"21435","570004","R",144
"21436","570005","R",106
"21437","570006","R",213
"21438","570007","R",158
"21439","570008","R",79
"21440","570009","R",9
"21441","570010","R",50
"21442","570011","R",164
"21443","570012","R",607
"21444","570013","R",7
"21445","570014","R",47
"21446","570015","R",65
"21447","570016","R",426
"21448","570017","R",288
"21449","570018","R",166
"21450","570019","R",301
"21451","570020","R",24
"21452","570021","R",73
"21453","570022","R",179
"21454","570023","R",120
"21455","570024","R",637
"21456","570025","R",528
"21457","590001","R",1207
"21458","590002","R",964
"21459","590003","R",1095
"21460","590004","R",860
"21461","590005","R",81
"21462","590006","R",404
"21463","590007","R",286
"21464","610001","R",382
"21465","610002","R",173
"21466","610003","R",286
"21467","610004","R",545
"21468","610005","R",34
"21469","610006","R",80
"21470","610007","R",43
"21471","610008","R",41
"21472","610009","R",161
"21473","610010","R",134
"21474","610011","R",164
"21475","610012","R",317
"21476","610013","R",76
"21477","610014","R",225
"21478","610015","R",254
"21479","610016","R",174
"21480","610017","R",354
"21481","610018","R",331
"21482","610019","R",248
"21483","610020","R",295
"21484","610021","R",274
"21485","610022","R",262
"21486","610023","R",49
"21487","610024","R",133
"21488","610025","R",88
"21489","610026","R",590
"21490","610027","R",261
"21491","610028","R",220
"21492","610029","R",624
"21493","610030","R",298
"21494","610031","R",53
"21495","610032","R",456
"21496","610033","R",75
"21497","610034","R",41
"21498","610035","R",322
"21499","610036","R",327
"21500","610037","R",104
"21501","610038","R",131
"21502","610039","R",108
"21503","610040","R",347
"21504","610041","R",367
"21505","610042","R",97
"21506","610043","R",129
"21507","610044","R",917
"21508","610045","R",137
"21509","610046","R",399
"21510","610047","R",70
"21511","610048","R",183
"21512","610049","R",93
"21513","610050","R",807
"21514","610051","R",135
"21515","610052","R",686
"21516","610053","R",258
"21517","610054","R",461
"21518","610055","R",420
"21519","610056","R",433
"21520","610057","R",137
"21521","610058","R",625
"21522","610059","R",58
"21523","610060","R",96
"21524","610061","R",273
"21525","610062","R",319
"21526","610063","R",200
"21527","610064","R",463
"21528","610065","R",406
"21529","610066","R",764
"21530","610067","R",854
"21531","610068","R",180
"21532","610069","R",301
"21533","610070","R",63
"21534","610071","R",265
"21535","610072","R",398
"21536","610073","R",455
"21537","610074","R",334
"21538","610075","R",206
"21539","610076","R",171
"21540","610077","R",185
"21541","610078","R",573
"21542","610079","R",593
"21543","610080","R",1195
"21544","610081","R",259
"21545","610082","R",192
"21546","610083","R",246
"21547","610084","R",441
"21548","610085","R",237
"21549","610086","R",112
"21550","610087","R",500
"21551","610095","R",102
"21552","610096","R",114
"21553","610097","R",62
"21554","610098","R",547
"21555","610099","R",46
"21556","610100","R",572
"21557","610101","R",124
"21558","610102","R",256
"21559","610103","R",47
"21560","610104","R",21
"21561","610105","R",7
"21562","610106","R",393
"21563","610107","R",56
"21564","610108","R",0
"21565","610109","R",0
"21566","631001","R",871
"21567","632002","R",1060
"21568","633003","R",529
"21569","634004","R",870
"21570","650101","R",329
"21571","650102","R",66
"21572","650103","R",267
"21573","650201","R",666
"21574","650301","R",428
"21575","650302","R",212
"21576","650401","R",427
"21577","650402","R",188
"21578","670001","R",1576
"21579","670002","R",220
"21580","670004","R",181
"21581","670005","R",389
"21582","670006","R",253
"21583","670007","R",960
"21584","670009","R",454
"21585","670011","R",300
"21586","670012","R",415
"21587","670014","R",1117
"21588","670015","R",339
"21589","670016","R",294
"21590","670017","R",1751
"21591","670018","R",327
"21592","670019","R",285
"21593","670021","R",160
"21594","67013T","R",546
"21595","67020E","R",122
"21596","690101","R",191
"21597","690105","R",25
"21598","690201","R",147
"21599","690206","R",81
"21600","690301","R",450
"21601","690307","R",84
"21602","690401","R",106
"21603","690408","R",381
"21604","70001","R",1036
"21605","70002","R",1344
"21606","70003","R",2220
"21607","70004","R",2004
"21608","7001A","R",651
"21609","7004A","R",594
"21610","710001","R",287
"21611","710002","R",310
"21612","710003","R",162
"21613","710004","R",1968
"21614","710005","R",1377
"21615","710006","R",960
"21616","710007","R",1161
"21617","710008","R",2273
"21618","710009","R",163
"21619","710010","R",2287
"21620","710011","R",1969
"21621","710012","R",605
"21622","710014","R",234
"21623","730012","R",663
"21624","730013","R",609
"21625","730014","R",851
"21626","730015","R",1363
"21627","730022","R",253
"21628","730023","R",593
"21629","730024","R",809
"21630","730025","R",458
"21631","730026","R",402
"21632","730027","R",515
"21633","730028","R",355
"21634","730032","R",420
"21635","730033","R",736
"21636","730034","R",783
"21637","730035","R",503
"21638","730036","R",919
"21639","730037","R",150
"21640","730038","R",152
"21641","730042","R",152
"21642","730043","R",392
"21643","730044","R",744
"21644","730045","R",308
"21645","730046","R",373
"21646","730047","R",190
"21647","730048","R",333
"21648","750101","R",416
"21649","750201","R",486
"21650","750301","R",400
"21651","750401","R",515
"21652","770001","R",502
"21653","770006","R",250
"21654","770008","R",476
"21655","770009","R",280
"21656","770010","R",172
"21657","770011","R",541
"21658","770012","R",181
"21659","770013","R",94
"21660","770014","R",105
"21661","770015","R",202
"21662","770017","R",566
"21663","770020","R",293
"21664","770024","R",207
"21665","770026","R",126
"21666","770027","R",285
"21667","770032","R",155
"21668","790101","R",169
"21669","790202","R",235
"21670","790303","R",45
"21671","790306","R",181
"21672","790404","R",82
"21673","810001","R",338
"21674","810002","R",336
"21675","810003","R",334
"21676","810004","R",264
"21677","830001","R",806
"21678","830002","R",590
"21679","830003","R",655
"21680","830004","R",867
"21681","83002E","R",233
"21682","850001","R",958
"21683","850002","R",1225
"21684","850003","R",179
"21685","850004","R",550
"21686","850005","R",498
"21687","850006","R",2066
"21688","850007","R",518
"21689","850008","R",1112
"21690","850009","R",2280
"21691","850010","R",329
"21692","850011","R",1648
"21693","850012","R",997
"21694","850013","R",1525
"21695","850014","R",794
"21696","850015","R",490
"21697","850016","R",2990
"21698","850017","R",1094
"21699","850018","R",395
"21700","850019","R",709
"21701","850020","R",446
"21702","850021","R",1589
"21703","850022","R",1739
"21704","850023","R",311
"21705","850024","R",464
"21706","850025","R",1909
"21707","850026","R",530
"21708","850027","R",1051
"21709","850028","R",956
"21710","850029","R",441
"21711","850030","R",2085
"21712","850031","R",986
"21713","850032","R",1052
"21714","850033","R",1676
"21715","850034","R",1392
"21716","850035","R",682
"21717","850036","R",993
"21718","850037","R",956
"21719","850038","R",2056
"21720","850039","R",889
"21721","850040","R",1597
"21722","850041","R",1490
"21723","850042","R",689
"21724","850043","R",1636
"21725","850044","R",388
"21726","850045","R",1079
"21727","850046","R",709
"21728","850047","R",959
"21729","850048","R",1251
"21730","850049","R",1066
"21731","850050","R",546
"21732","850051","R",353
"21733","850052","R",786
"21734","850053","R",985
"21735","850054","R",775
"21736","850055","R",875
"21737","850056","R",2952
"21738","850057","R",1621
"21739","850058","R",1185
"21740","850059","R",1611
"21741","850060","R",1135
"21742","850061","R",735
"21743","850062","R",874
"21744","850063","R",951
"21745","850064","R",940
