,CNTY,COLOR_left,PREC,PCTKEY,cntykey,Shape_area_left,Shape_len_left,index_right,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR_right,Shape_area_right,Shape_len_right,percentInSchool
2295,63,5,4004,634004,32,162795020.594,97287.7989196,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
2297,63,1,2002,632002,32,116741544.215,69143.753296,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
3515,343,5,0103,3430103,172,109304862.253,55481.4943409,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
3517,343,2,0303,3430303,172,162206108.931,77124.7541215,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
4355,387,4,0029,3870029,194,125261809.989,60222.2123516,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
4362,387,7,0030,3870030,194,118041552.566,64015.7800198,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
5864,159,1,0202,1590202,80,62433383.0795,40450.2775906,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
6374,387,2,0031,3870031,194,125784958.477,64951.5628404,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
6663,449,4,0007,4490007,225,114442541.223,61078.7715629,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.019592276393240952
6664,449,7,0019,4490019,225,18098648.6007,33149.2006005,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.9142007717594054
6665,449,1,0020,4490020,225,2609700.82387,8150.12535481,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.37533046984277335
6666,449,2,0017,4490017,225,800839.863545,4738.97209865,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.11517780103488795
6667,449,5,0001,4490001,225,3724148.59647,12271.0355777,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.5356117565994795
6668,449,6,0014,4490014,225,62878645.2254,52233.042092,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,7.666847374659912
6669,449,4,0018,4490018,225,40038596.7674,36971.9507385,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,5.758401575793556
6670,449,6,0016,4490016,225,47038444.0303,36479.1319719,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,4.994758337692166
6671,449,7,0002,4490002,225,62896923.5234,39264.8382825,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,6.965918699508182
6672,449,4,0003,4490003,225,73474739.4181,56064.6513257,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,7.291265114239058
6673,449,3,0005,4490005,225,154446100.206,107522.823528,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,17.834450253145533
6674,449,7,0012,4490012,225,55453053.6134,35989.2422897,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,7.975328235529498
6675,449,1,0010,4490010,225,108268288.634,57334.8659407,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,9.509939883843456
6676,449,2,0015,4490015,225,40557763.3861,28229.311049,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,4.300958160388007
6677,449,3,0006,4490006,225,105640590.813,60910.8751183,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,8.199557132221376
7011,159,7,0401,1590401,80,74845608.7975,52140.3301898,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
7013,159,3,0402,1590402,80,69532280.9755,60656.4751699,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
7406,449,1,0009,4490009,225,86752390.2947,63301.0633493,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
7407,449,5,0004,4490004,225,74205936.57,62247.745297,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,10.672391556581907
7408,449,3,0011,4490011,225,42003818.8977,43044.1369029,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,6.041042305635562
671,159,5,0201,1590201,80,110266588.698,61373.896982,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,0.0
4354,387,3,0004,3870004,194,127599358.196,54364.7150795,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,8.171176591461007e-05
4355,387,4,0029,3870029,194,125261809.989,60222.2123516,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,0.02540546142606723
4356,387,7,0007,3870007,194,149587818.122,53590.796159,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,5.066092904392042
5394,159,7,0102,1590102,80,185373613.513,98696.7123135,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,7.167287293536918
5482,387,7,0001,3870001,194,37182377.0204,54063.5158766,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,0.0
5483,387,2,0011,3870011,194,77502841.9684,53341.8821002,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,1.520399028489797
5484,387,6,0009,3870009,194,77477115.6946,38983.5048817,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,12.38331472191097
6374,387,2,0031,3870031,194,125784958.477,64951.5628404,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,16.024799279424162
6375,387,3,0005,3870005,194,177700629.552,76654.3122404,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,22.07744214342218
6376,387,4,0010,3870010,194,77683342.5951,52905.2893005,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,12.7542231898399
6671,449,7,0002,4490002,225,62896923.5234,39264.8382825,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,0.0
6672,449,4,0003,4490003,225,73474739.4181,56064.6513257,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,3.739747044905616
6673,449,3,0005,4490005,225,154446100.206,107522.823528,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,4.998007699487187
7406,449,1,0009,4490009,225,86752390.2947,63301.0633493,836,42120,Rivercrest ISD,Rivercrest,194903,194-903,194903,4842120,5,609079372.682,176429.42254,14.243199521399466
672,161,2,0001,1610001,81,535666336.048,164929.824306,352,16980,Dew ISD,Dew,81906,081-906,081906,4816980,4,155982717.097,69418.1162166,0.00710642927204636
2372,161,1,0005,1610005,81,193939505.688,90286.6485443,352,16980,Dew ISD,Dew,81906,081-906,081906,4816980,4,155982717.097,69418.1162166,14.437526542504022
7014,161,5,0011,1610011,81,187218078.744,83895.8563472,352,16980,Dew ISD,Dew,81906,081-906,081906,4816980,4,155982717.097,69418.1162166,0.06614969074279504
7015,161,4,0014,1610014,81,186781751.583,74982.8930726,352,16980,Dew ISD,Dew,81906,081-906,081906,4816980,4,155982717.097,69418.1162166,49.69001451830083
7016,161,7,0013,1610013,81,82941773.6595,62661.909686,352,16980,Dew ISD,Dew,81906,081-906,081906,4816980,4,155982717.097,69418.1162166,30.413288253914672
7553,161,6,0010,1610010,81,152065085.377,83792.6607011,352,16980,Dew ISD,Dew,81906,081-906,081906,4816980,4,155982717.097,69418.1162166,5.385914565265723
672,161,2,0001,1610001,81,535666336.048,164929.824306,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,45.0182795271529
673,161,3,0008,1610008,81,148267650.474,87571.27025,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,12.460914960408788
1013,1,3,0010,10010,1,114760523.361,80752.5699408,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.0
1014,1,5,0011,10011,1,304851128.522,100290.369415,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.0
1016,1,6,0024,10024,1,333969663.896,115769.896919,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.0
2372,161,1,0005,1610005,81,193939505.688,90286.6485443,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.2320742944127813
2373,161,2,0007,1610007,81,117852026.658,65185.2057999,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.0
2546,213,4,01CR,21301CR,107,344600852.803,131620.227784,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.0
3568,349,5,0203,3490203,175,412815190.224,123885.959484,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.0
3569,349,4,0205,3490205,175,78155152.9258,50701.8887828,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.0
3570,349,2,0304,3490304,175,102149840.614,66880.3847121,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.0
3571,349,6,0308,3490308,175,88310450.702,54276.0108205,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,6.80102424868375
3576,349,5,0307,3490307,175,236631178.469,80621.9033001,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.5146108312674362
7014,161,5,0011,1610011,81,187218078.744,83895.8563472,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,10.135132350518951
7015,161,4,0014,1610014,81,186781751.583,74982.8930726,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.4377881494852829
7016,161,7,0013,1610013,81,82941773.6595,62661.909686,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.5730568622500346
7017,161,5,0002,1610002,81,108408131.431,98336.2170209,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,8.97972625218706
7018,161,7,0015,1610015,81,88171256.0068,57097.7045825,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,6.589021584073161
7019,161,4,0009,1610009,81,75307501.3432,41383.7911949,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,0.24369952253003646
7020,161,6,0006,1610006,81,134627110.879,63191.0208381,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,3.253288932268024
7021,161,6,0012,1610012,81,109075458.343,94952.4242249,357,18940,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,2,1189861667.02,240981.239187,4.761382484761769
672,161,2,0001,1610001,81,535666336.048,164929.824306,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,0.0
673,161,3,0008,1610008,81,148267650.474,87571.27025,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,0.0
1013,1,3,0010,10010,1,114760523.361,80752.5699408,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,2.335564347499286
1014,1,5,0011,10011,1,304851128.522,100290.369415,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,36.94514304335556
1015,1,2,0022,10022,1,152434413.784,65408.0178906,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,0.1110517693408276
1016,1,6,0024,10024,1,333969663.896,115769.896919,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,54.7570597905882
1018,1,7,0023,10023,1,279951965.651,85617.6888074,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,5.851181048994349
1624,213,5,04SE,21304SE,107,177831309.568,89534.5287425,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,0.0
2546,213,4,01CR,21301CR,107,344600852.803,131620.227784,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,2.2183539012900396e-10
7021,161,6,0012,1610012,81,109075458.343,94952.4242249,450,13200,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,1,607052957.005,204527.116633,0.0
673,161,3,0008,1610008,81,148267650.474,87571.27025,423,15840,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,287237754.578,95394.2016413,0.0
1016,1,6,0024,10024,1,333969663.896,115769.896919,423,15840,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,287237754.578,95394.2016413,0.0
1626,213,3,001M,213001M,107,97401364.3267,65592.4711209,423,15840,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,287237754.578,95394.2016413,2.380193307646077
1628,213,1,004W,213004W,107,40898882.411,37448.0583548,423,15840,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,287237754.578,95394.2016413,9.527483363826518
2546,213,4,01CR,21301CR,107,344600852.803,131620.227784,423,15840,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,287237754.578,95394.2016413,88.0757421392623
2547,213,1,001T,213001T,107,102695276.876,62825.0452045,423,15840,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,287237754.578,95394.2016413,0.016581189264907262
3568,349,5,0203,3490203,175,412815190.224,123885.959484,423,15840,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,287237754.578,95394.2016413,0.0
673,161,3,0008,1610008,81,148267650.474,87571.27025,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,0.0
2545,213,7,01TC,21301TC,107,140462724.311,66257.6081712,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,0.0
2546,213,4,01CR,21301CR,107,344600852.803,131620.227784,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,3.4557409838353368e-12
2547,213,1,001T,213001T,107,102695276.876,62825.0452045,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,0.0
3559,349,4,0109,3490109,175,162025643.618,69558.7812524,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,10.741134097001485
3560,349,2,0204,3490204,175,87998687.5106,58067.4006464,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,11.694486474825379
3562,349,1,0201,3490201,175,15824630.6654,51207.031762,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,0.0
3565,349,6,0206,3490206,175,72925939.776,58993.0542755,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,4.511827449795983
3568,349,5,0203,3490203,175,412815190.224,123885.959484,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,73.05255197837374
3569,349,4,0205,3490205,175,78155152.9258,50701.8887828,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,0.0
3571,349,6,0308,3490308,175,88310450.702,54276.0108205,173,25530,Kerens ISD,Kerens,175907,175-907,175907,4825530,7,565093455.388,163752.592979,0.0
674,167,1,0311,1670311,84,24049700.4779,25005.2431794,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,1.7158332549462074
675,167,1,0218,1670218,84,10628992.9623,21648.471049,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,1.0557531046418098
689,167,7,0276,1670276,84,20966806.1341,21794.4313926,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,1.9975895403061397
690,167,2,0221,1670221,84,302940701.247,106044.507565,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,28.354953655633295
707,167,4,0103,1670103,84,368461550.278,101706.022109,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,10.91180404931485
708,167,2,0104,1670104,84,362068531.096,84166.9005631,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,35.70569288010013
1170,71,7,0003,710003,36,388611829.019,141644.944633,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.0
1478,167,3,3061,1673061,84,397451.134344,7110.29630813,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.03947789508528098
1479,167,4,0306,1670306,84,99022053.1729,51419.5583745,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,9.835629813189886
1980,167,4,0309,1670309,84,1928464.00332,10489.8267051,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.19154983599255107
1981,167,5,0105,1670105,84,33708146.4799,26120.1411131,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,2.9952585224620227
2375,167,3,0315,1670315,84,11326082.205,22232.2099205,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,1.124993354852847
2378,167,5,0314,1670314,84,2470236.57655,8616.35537412,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.2453628433238781
3027,39,7,0038,390038,20,540073312.288,142742.530292,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.0
3909,167,3,0223,1670223,84,7324740.09051,18652.4042643,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.7275493660293247
3911,167,6,1051,1671051,84,31700546.9863,41594.7920552,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,3.148741466875133
3979,167,5,0224,1670224,84,13447107.1885,21596.674017,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,1.3356698243251899
3980,167,7,0316,1670316,84,1520583.63777,10701.2644554,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.1510360296723016
7001,71,6,0005,710005,36,504626017.306,153011.362837,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.0
7030,167,3,0274,1670274,84,1780546.14195,8459.34130655,869,20280,Galveston ISD,Galveston,84902,084-902,084902,4820280,3,1006768809.45,187976.400167,0.17685749948182033
