,CNTY,COLOR_left,PREC,PCTKEY,cntykey,Shape_area_left,Shape_len_left,index_right,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR_right,Shape_area_right,Shape_len_right,percentInSchool
5919,325,5,003B,325003B,163,246842832.896,109297.722527,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,0.0
7022,163,7,0003,1630003,82,1136562.86467,4743.80015097,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,0.05899421534533248
7554,163,1,0001,1630001,82,273651272.44,75318.7741505,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,14.204090770225102
7555,163,4,0002,1630002,82,392236868.637,97639.9253884,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,15.533315047045601
7556,163,2,0008,1630008,82,563539580.774,127655.894558,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,20.96493654940905
7557,163,6,0005,1630005,82,443019811.495,116643.692378,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,11.902732139067796
7558,163,1,0006,1630006,82,147611363.096,69326.3953146,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,7.008057817103691
8537,283,7,0005,2830005,142,692772800.826,113906.092332,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,0.0
8538,283,4,0004,2830004,142,584812819.713,109218.863508,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,0.0
8589,163,5,0004,1630004,82,558730829.438,191036.777127,924,34470,Pearsall ISD,Pearsall,82903,082-903,082903,4834470,7,1926566626.94,301016.169403,29.001375899704584
2813,463,7,0002,4630002,232,651275867.101,154521.782572,379,25800,Knippa ISD,Knippa,232901,232-901,232901,4825800,3,282501976.495,108150.950668,2.7267331698708905
8376,463,2,0005,4630005,232,237613925.355,99216.5422351,379,25800,Knippa ISD,Knippa,232901,232-901,232901,4825800,3,282501976.495,108150.950668,13.214669935610182
8377,463,4,0011,4630011,232,244069305.812,118776.339954,379,25800,Knippa ISD,Knippa,232901,232-901,232901,4825800,3,282501976.495,108150.950668,74.89045304430319
8379,463,7,0012,4630012,232,147167956.728,79101.1565245,379,25800,Knippa ISD,Knippa,232901,232-901,232901,4825800,3,282501976.495,108150.950668,9.168143850215568
2813,463,7,0002,4630002,232,651275867.101,154521.782572,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.12962772062457703
2837,507,1,001A,507001A,254,550874413.512,114831.864286,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.0
2839,507,3,0004,5070004,254,813634247.998,135078.931557,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.0006627575410264424
3763,507,4,0001,5070001,254,1383826759.14,202037.268218,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,30.1103618777731
4348,385,1,0003,3850003,193,131627005.666,61451.0715166,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.23409398348990043
4349,385,2,0006,3850006,193,390599260.251,241653.327005,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,1.8846565843610865
5918,325,3,003A,325003A,163,758008775.495,132948.38213,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.0
6183,271,3,0002,2710002,136,1141847836.03,140712.507601,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.0
6184,271,6,0004,2710004,136,792052537.647,122948.560097,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.0
6816,463,2,0013,4630013,232,646472174.524,129550.470403,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,21.583751569747946
6817,463,1,0007,4630007,232,760575490.964,135652.177715,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,24.919884357976898
7556,163,2,0008,1630008,82,563539580.774,127655.894558,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.0
8372,463,3,0001,4630001,232,49558980.2586,60365.2306384,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,1.654624530032834
8373,463,4,0010,4630010,232,810678.080331,4403.67705516,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.02706609035694078
8374,463,1,0009,4630009,232,2086528.51832,8626.42229898,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.06966287948242537
8375,463,5,0008,4630008,232,3445997.14501,10422.3646038,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.11505142714397082
8376,463,2,0005,4630005,232,237613925.355,99216.5422351,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,6.686817909874973
8377,463,4,0011,4630011,232,244069305.812,118776.339954,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,2.4025700822649795e-11
8378,463,5,0004,4630004,232,380953297.409,131787.262033,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,1.8588442451809783
8379,463,7,0012,4630012,232,147167956.728,79101.1565245,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,4.048764209408207
8380,463,3,0014,4630014,232,184006776.636,88771.6376084,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,5.894353915231636
8381,463,5,0006,4630006,232,388001644.7,98418.365605,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.7817759417495275
8558,323,7,004B,323004B,162,1203721523.69,187170.451748,912,43720,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,1,2995179834.4,379241.307217,0.0
2813,463,7,0002,4630002,232,651275867.101,154521.782572,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,67.77744165634623
3732,463,3,0003,4630003,232,327725482.405,95520.5734546,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,1.7370126086785578
3763,507,4,0001,5070001,254,1383826759.14,202037.268218,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,0.0
5918,325,3,003A,325003A,163,758008775.495,132948.38213,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,0.0
7556,163,2,0008,1630008,82,563539580.774,127655.894558,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,0.0
8376,463,2,0005,4630005,232,237613925.355,99216.5422351,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,0.0
8377,463,4,0011,4630011,232,244069305.812,118776.339954,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,3.446552904645251
8378,463,5,0004,4630004,232,380953297.409,131787.262033,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,26.45848765024903
8379,463,7,0012,4630012,232,147167956.728,79101.1565245,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,4.311413028657978e-11
8380,463,3,0014,4630014,232,184006776.636,88771.6376084,911,38430,Sabinal ISD,Sabinal,232902,232-902,232902,4838430,6,943037772.943,207444.210919,0.5805051800375074
2813,463,7,0002,4630002,232,651275867.101,154521.782572,922,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,991479654.493,173815.565321,0.0
3548,19,4,0408,190408,10,182093480.085,94267.2423209,922,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,991479654.493,173815.565321,3.154119066252845e-11
3732,463,3,0003,4630003,232,327725482.405,95520.5734546,922,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,991479654.493,173815.565321,0.0
3763,507,4,0001,5070001,254,1383826759.14,202037.268218,922,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,991479654.493,173815.565321,0.0
5918,325,3,003A,325003A,163,758008775.495,132948.38213,922,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,991479654.493,173815.565321,69.363780651524
5919,325,5,003B,325003B,163,246842832.896,109297.722527,922,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,991479654.493,173815.565321,1.230942520462122
7556,163,2,0008,1630008,82,563539580.774,127655.894558,922,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,991479654.493,173815.565321,7.759667332021885e-10
7667,325,2,001A,325001A,163,736022037.426,131171.836088,922,16140,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,991479654.493,173815.565321,29.40527682720631
2817,481,7,0203,4810203,241,176374812.108,103590.869785,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,16.584803487798812
3739,481,4,0202,4810202,241,240968176.28,85822.6630828,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,3.5469953254837865
3740,481,5,0101,4810101,241,125855241.831,103864.702645,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,9.636743411287584
6887,481,3,0102,4810102,241,35159855.0373,28665.9072948,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,4.485309432298494
7783,481,1,0103,4810103,241,317787144.885,88715.4199004,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,33.99189666726135
8548,321,7,0008,3210008,161,281191468.44,104890.88087,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,0.0
8550,321,4,001A,321001A,161,169381812.283,102941.112492,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,0.0
8552,321,2,0009,3210009,161,88035486.9801,46198.3636369,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,0.0
8578,481,6,0403,4810403,241,286990995.442,99986.8332332,90,45380,Wharton ISD,Wharton,241904,241-904,241904,4845380,1,473751861.123,147804.465396,31.754251675869703
2824,499,4,02-3,49902-3,250,80385011.9225,56556.2653572,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,0.0
2906,499,6,02-1,49902-1,250,51165839.9187,48660.5942287,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,0.0
6433,423,6,0052,4230052,212,122613739.924,64638.1077181,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,18.476513268988185
6843,467,3,004D,467004D,234,208162276.743,87297.3569415,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,1.770220138792759
6849,467,4,004C,467004C,234,30081275.3235,27864.5811854,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,0.8953262290900762
7157,423,5,0014,4230014,212,61305828.5231,38690.1529401,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,5.996637654377405
7158,423,6,0006,4230006,212,70541004.1887,41506.2449268,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,0.7438453214344747
7160,423,3,0015,4230015,212,60261658.4306,44032.9532047,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,11.309372137445317
7161,423,5,0005,4230005,212,203926028.349,97269.8592865,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,48.00991199161275
7162,423,6,0017,4230017,212,100683575.718,61621.5386097,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,0.1599037686446857
7163,423,2,0019,4230019,212,51360565.4095,42253.0867555,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,12.324080288381477
7164,423,7,0047,4230047,212,62141510.7912,55895.9044841,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,0.3141892012329498
7744,499,1,02-2,49902-2,250,125191798.838,69216.5664398,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,0.0
7747,499,2,03-3,49903-3,250,272214994.203,102707.294158,393,27510,Lindale ISD,Lindale,212903,212-903,212903,4827510,7,416714207.333,157407.495925,0.0
2824,499,4,02-3,49902-3,250,80385011.9225,56556.2653572,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,34.02731885536643
2825,499,3,01-1,49901-1,250,177164898.289,126842.353179,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,5.999256884984014
2826,499,6,01-4,49901-4,250,41638224.5118,43354.7939633,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,0.8568889455288186
2828,499,2,03-1,49903-1,250,84412788.081,60976.4413043,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,2.193501420927558
2906,499,6,02-1,49902-1,250,51165839.9187,48660.5942287,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,21.184700702265083
7161,423,5,0005,4230005,212,203926028.349,97269.8592865,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,0.0
7162,423,6,0017,4230017,212,100683575.718,61621.5386097,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,0.0
7744,499,1,02-2,49902-2,250,125191798.838,69216.5664398,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,25.942441826803353
7747,499,2,03-3,49903-3,250,272214994.203,102707.294158,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,1.5809249937026217
7748,499,1,03-2,49903-2,250,165707846.157,87934.5454178,309,30930,Mineola ISD,Mineola,250903,250-903,250903,4830930,4,236236690.478,108213.77551,8.214966370422117
2825,499,3,01-1,49901-1,250,177164898.289,126842.353179,900,07650,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,6,245465946.401,116724.446822,0.0
2826,499,6,01-4,49901-4,250,41638224.5118,43354.7939633,900,07650,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,6,245465946.401,116724.446822,16.138262356379315
4331,379,4,0203,3790203,190,125830052.797,73947.2162776,900,07650,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,6,245465946.401,116724.446822,15.684280358597555
6838,467,3,001C,467001C,234,157052361.548,71043.0370529,900,07650,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,6,245465946.401,116724.446822,0.0
7162,423,6,0017,4230017,212,100683575.718,61621.5386097,900,07650,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,6,245465946.401,116724.446822,0.0
7744,499,1,02-2,49902-2,250,125191798.838,69216.5664398,900,07650,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,6,245465946.401,116724.446822,26.034663371363497
7745,499,2,01-3,49901-3,250,77457068.2368,125291.113182,900,07650,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,6,245465946.401,116724.446822,31.446500675217166
7746,499,1,01-2,49901-2,250,201145045.179,166062.581517,900,07650,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,6,245465946.401,116724.446822,10.696293238442616
2829,501,1,0101,5010101,251,392590787.783,85562.1629212,378,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.308,139262.217173,10.442235042232378
6655,445,5,0402,4450402,223,364564205.922,80061.8422716,378,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.308,139262.217173,20.44004667175195
6656,445,2,0401,4450401,223,193163917.896,96503.6553358,378,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.308,139262.217173,4.6418496477351905
7024,165,4,0002,1650002,83,649069864.22,130961.045399,378,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.308,139262.217173,0.0
7025,165,2,0006,1650006,83,388481782.711,113919.375243,378,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.308,139262.217173,20.783601907105176
7027,165,6,0008,1650008,83,462077531.57,101098.388033,378,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.308,139262.217173,43.478505382358414
7028,165,4,0005,1650005,83,602579930.908,104742.248872,378,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.308,139262.217173,0.0
7029,165,3,0007,1650007,83,1064976.91946,5431.96490646,378,39600,Seagraves ISD,Seagraves,83901,083-901,083901,4839600,4,498208364.308,139262.217173,0.21376134881704473
2829,501,1,0101,5010101,251,392590787.783,85562.1629212,376,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.041,144869.219845,58.5865742964372
2830,501,7,0406,5010406,251,1004284.53034,6583.39436305,376,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.041,144869.219845,0.24907532868870574
2831,501,3,0202,5010202,251,423563761.597,89701.0943998,376,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.041,144869.219845,40.8381235206497
2832,501,5,0404,5010404,251,602492572.102,105834.034722,376,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.041,144869.219845,0.0
2833,501,5,0305,5010305,251,1315363.44769,5944.84662552,376,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.041,144869.219845,0.3262268542243054
6655,445,5,0402,4450402,223,364564205.922,80061.8422716,376,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.041,144869.219845,0.0
6656,445,2,0401,4450401,223,193163917.896,96503.6553358,376,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.041,144869.219845,0.0
7025,165,2,0006,1650006,83,388481782.711,113919.375243,376,16770,Denver City ISD,Denver City,251901,251-901,251901,4816770,3,403205141.041,144869.219845,0.0
2834,503,1,0022,5030022,252,562530187.942,148327.046858,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
2835,503,3,0006,5030006,252,331134307.205,94290.1622535,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
3912,429,7,3-11,4293-11,215,3057092.77743,11419.0377008,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.1466373842205181
3913,429,2,4-11,4294-11,215,2201052.94573,12706.6566528,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.10557633346129597
3914,429,6,2-19,4292-19,215,77848249.0276,84512.0144697,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,3.230461128111607
4255,363,1,0005,3630005,182,314428136.255,83519.4700341,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
4256,363,6,0009,3630009,182,148860912.619,90240.2898753,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
4260,363,3,0020,3630020,182,91956365.1769,78279.3446987,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
4456,417,7,0101,4170101,209,280740337.42,119635.56498,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
4457,417,1,0202,4170202,209,767560628.314,136652.852537,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
4485,429,4,1-11,4291-11,215,570010508.764,124380.97287,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,23.344186957224892
4486,429,7,5-11,4295-11,215,161451310.91,58896.4440626,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,7.744219634267792
4487,429,5,2-11,4292-11,215,429320395.747,141552.755829,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,14.43497266589993
4488,429,4,4-19,4294-19,215,380665727.927,83235.041444,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,15.490573474068798
4489,429,5,3-19,4293-19,215,753669081.161,112085.759746,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,35.50337242274518
4634,447,5,3003,4473003,224,428367474.606,90897.8436288,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
5251,133,7,0008,1330008,67,476151995.515,99640.8002023,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
5252,133,1,0001,1330001,67,299880826.677,94563.3431475,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
5253,133,2,0002,1330002,67,58042973.3902,48228.2350036,288,11220,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,1,2084797675.35,237208.025695,0.0
2835,503,3,0006,5030006,252,331134307.205,94290.1622535,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,5.147178538118064e-10
4634,447,5,3003,4473003,224,428367474.606,90897.8436288,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,0.0
6661,447,2,4006,4474006,224,61691575.0305,61938.0985103,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,0.0
6662,447,7,4005,4474005,224,507691394.733,103620.811933,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,0.0
8453,503,4,0007,5030007,252,348425244.575,107783.101774,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,50.84543114510579
8454,503,6,0005,5030005,252,151637206.233,89810.5246302,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,9.477529181974774
8455,503,7,0024,5030024,252,29804084.62,56521.957587,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,9.346502226260478e-10
8456,503,2,0010,5030010,252,199084974.284,79188.9797285,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,27.57613215278351
8457,503,4,0020,5030020,252,206910583.164,82929.5575925,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,7.496648884537143
8458,503,1,0023,5030023,252,323778059.474,98639.9553474,144,32700,Newcastle ISD,Newcastle,252902,252-902,252902,4832700,2,566982653.996,143257.807625,4.604258634149538
2835,503,3,0006,5030006,252,331134307.205,94290.1622535,388,46410,Woodson ISD,Woodson,224902,224-902,224902,4846410,6,453485678.849,146790.131164,9.822060207346963
4457,417,1,0202,4170202,209,767560628.314,136652.852537,388,46410,Woodson ISD,Woodson,224902,224-902,224902,4846410,6,453485678.849,146790.131164,0.0
4488,429,4,4-19,4294-19,215,380665727.927,83235.041444,388,46410,Woodson ISD,Woodson,224902,224-902,224902,4846410,6,453485678.849,146790.131164,12.7277695707314
4489,429,5,3-19,4293-19,215,753669081.161,112085.759746,388,46410,Woodson ISD,Woodson,224902,224-902,224902,4846410,6,453485678.849,146790.131164,1.3425677442872075
4634,447,5,3003,4473003,224,428367474.606,90897.8436288,388,46410,Woodson ISD,Woodson,224902,224-902,224902,4846410,6,453485678.849,146790.131164,72.67306850039303
7405,447,3,0002,4470002,224,755743552.417,114850.248275,388,46410,Woodson ISD,Woodson,224902,224-902,224902,4846410,6,453485678.849,146790.131164,3.4345339763471783
8453,503,4,0007,5030007,252,348425244.575,107783.101774,388,46410,Woodson ISD,Woodson,224902,224-902,224902,4846410,6,453485678.849,146790.131164,8.942442960458053e-10
2836,505,6,001A,505001A,253,125485624.603,60768.5159885,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,0.0
3675,247,6,0003,2470003,124,948452400.786,199940.801632,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,0.0
7172,427,1,0010,4270010,214,247622937.379,97332.0326563,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,7.630714398705075
7176,427,4,0005,4270005,214,519510642.043,115142.714857,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,31.779534224126
7177,427,3,0004,4270004,214,791006761.255,131951.710358,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,4.852101918593159
7178,427,3,0003,4270003,214,78666950.8728,53896.4133377,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,5.897802522379948
7179,427,6,0006,4270006,214,468485491.76,136345.145189,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,35.12319829794073
7180,427,4,0007,4270007,214,196295801.876,77627.2633175,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,14.716648638255048
7624,247,2,0004,2470004,124,951558463.082,195403.181902,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,0.0
8462,505,7,001B,505001B,253,342784905.106,103829.246863,249,37740,Roma ISD,Roma,214903,214-903,214903,4837740,6,1333834942.32,207002.059114,0.0
2836,505,6,001A,505001A,253,125485624.603,60768.5159885,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,4.574800271922894
7179,427,6,0006,4270006,214,468485491.76,136345.145189,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,0.0
7180,427,4,0007,4270007,214,196295801.876,77627.2633175,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,0.0
7623,247,4,0002,2470002,124,479777797.14,118244.111331,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,0.0
7624,247,2,0004,2470004,124,951558463.082,195403.181902,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,0.0
